"id","client","product_family","product","document_alias_name","prompt_name","prompt_text","created_on","prompt_role","template_name"
11,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60057899_DI","BAX_FLC_DHF_002_Design_Input_CP_R15","Task:
Locate the part of the Requirement column that specifies marketing, shipper, packaging, or handling constraints, and extract the complete English text exactly as written.
Formatting rules:
Preserve the text exactly, including line breaks where present.
If in a table, merge the relevant rows or cells into reading order.
If split across lines or segments, merge into a single coherent block.
Ignore non-English text.
Match text if it contains ANY of these keywords: ""marketing"", ""shipper"", ""packaging"", ""handling"".
If no relevant content is found, return ""No Trace"".
Do not summarise, reword, or add interpretation.
 
⛔ Do not include any additional text or explanation and don't return ```json.
✅ Respond ONLY with this exact JSON format:
{
  ""response"": ""<your extracted sentence>""
}","2025-09-03 06:13:01.546364","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
12,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R16","Task: Verify if the document identifies the user, patient, clinical, and human factors considerations, and assess whether it addresses user environment, clinical workflows, design safeguards, and any human factors validation or feedback.

Definition:
User/Patient/Clinical & Human Factors refers to the identification of the intended users, their environment, workflow constraints, and any design measures to prevent misuse or errors. It also includes references to human factors engineering (HFE) validation, formative studies, or user feedback. This answers the question: “Who will use the device, in what context, and how is user safety ensured?”

Instructions:
Locate any section describing the User, Patient & Clinical Needs
Look for mentions of design features to prevent user errors, HFE validation, formative studies, or user feedback.
Apply the following rules:
If the document contains valid information on users, patients, or human factors, return: <statement>
If no relevant information is found, return: No Trace
If the question is not relevant to the product code/family or explicitly marked as not applicable, return: N/A

Output format:  
- If found:  ""<extracted value>""  
- If not found:  ""No Trace"" 
- N/A

⛔ Do not include any other explanation, text, or formatting.","2025-09-03 06:14:20.1178","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
13,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R17","Task:
Verify if the document provides information related to Patient Requirements.

Definition:
Patient requirements include guidance and measures ensuring patients can safely and effectively use the device. 

Instructions:
Search the document for all content related to the patient requirement areas listed Clear Instructions for Use, Labeling, Risk and Benefit Information / Safety Information, Proper Handling and Maintenance / Cleaning, Proper Handling, Reporting Adverse Events, Security Measures.
For each requirement, include the exact text from the document along with its table number, section, or requirement ID and source if available.
Return the output in plain text only. Do not use Markdown formatting such as ###, **, or bullets.
If a particular element is not mentioned in the document, return “N/A”.","2025-09-03 06:15:26.48527","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
14,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R18","
Task: Review the Design Input document and determine if there are explicit product claims. Ignore requirements written as “shall” or “must” unless they are explicitly stated as claims about product performance or marketing.

Instructions:
Look for statements that explicitly describe product claims (e.g., performance, efficacy, marketing claims).
If such claims exist, verify whether the requirements adequately justify them.
If no explicit claims are present, mark N/A 
Response Format:
✅ Respond ONLY with one of the following values (per product code):
<statement>  
No Trace  
N/A","2025-09-03 06:16:22.086931","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
15,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R19","Task: Determine whether the document specifies compliance with electrical and mechanical safety standards for the medical device.

Instructions:
Look for any sentences or sections that mention standards, safety requirements, performance requirements, or testing related to electrical or mechanical aspects of the device.
Focus on information that indicates adherence to regulatory or industry standards for medical electrical equipment.
If relevant statements are found, return the exact sentence(s) from the document.
If no such information is present, return: No Trace.

Response Format:
Respond only with one of the following:
<extracted statement from document>
No Trace
","2025-09-03 06:17:39.173327","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
16,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R20","
Task: Determine whether the document provides requirements for the sterile barrier system, including microbial barrier, sterilization compatibility, sterility maintenance, aseptic presentation, material selection, design & construction, validation, labeling traceability, and ISO 11607 compliance.

Instructions:
Search for sentences or paragraphs containing these elements.
If such requirements are found for a sterile product, return the relevant statement(s).
If the product is reusable (not sterile), return: N/A.
If no relevant information is found in the document for a sterile product, return: No Trace.

Response Format:
✅ Respond ONLY with: ""<extracted value>"" OR ""No Trace"" OR ""N/A""
⛔ Do not include any other explanation, text, or formatting.","2025-09-03 06:18:46.01563","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
17,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R21","Task: Extract the Toxicity and Biocompatibility table from the document.

Instructions:

Search the section titled “Toxicity and Biocompatibility” or similar wording.
Within that section, locate the table labeled: “Toxicity and Biocompatibility (Source: Regulatory Affairs)”
Extract the full table content including:
All column headers
All row values
Any associated notes or footers directly tied to the table
Ignore non-English text and unrelated sections.
If no such table is found, return: ""Toxicity and Biocompatibility : No Trace""
✅ Respond ONLY with: ""Toxicity and Biocompatibility : <table content>""
⛔ Do not include any other text, explanation, or formatting.
Also look for requirements regarding:
Biological Evaluation
Toxicological Risk Assessment
Material Selection
Testing Methods
ISO 10993 Standards
Regulatory Compliance","2025-09-03 06:19:37.55038","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
18,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R22","Task: Extract the Functional Design Input table from the document.

Instructions:

Search any section titled “Functional Design Input including Performance Characteristics and Limits & Tolerances” or similar wording.
Within that section, locate the table labeled or positioned under this header.
Extract the full table content including:
All column headers
All row values
Any associated notes or footers directly tied to the table
Ignore non-English text and unrelated sections.
If no such table is found, return: ""Functional Design Input : No Trace""
✅ Respond ONLY with: ""Functional Design Input : <list of table content>""
⛔ Do not include any other text, explanation, or formatting.
also Look for requirements regarding:
Accuracy and Precision
Reliability and Durability
safety
Performance Limits with tolerance
Biocompatibility
Shelf life 
Environmental limits and tolerance","2025-09-03 06:20:34.295182","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
19,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R23","
✅ Task:
Extract the Functional Design Input table from the document.

✅ Instructions:
Locate any section titled “Functional Design Input including Performance Characteristics and Limits & Tolerances” or similar.
Within that section, identify the table containing technical specifications.
Extract only the rows that include:
Focusing lens counts or lens range values (e.g., diopters or optical adjustment ranges)
Any numerical range describing optical precision or measurement capability
Associated document references or identifiers tied to those rows
Exclude:
Rows related to color temperature, lighting specs, or CCT ranges
Rows about filters, apertures, or unrelated features
Non-English text
Include:
All column headers
All row values that meet the above criteria
Any notes or footers directly related to those rows
If no relevant rows are found, return exactly: Functional Design Input : No Trace
✅ Respond ONLY with: Functional Design Input : <list of table content>
⛔ Do not include any other text, explanation, or formatting.
","2025-09-03 06:21:26.328079","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
20,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R24","Task: Extract alarm system requirements related to clinical monitoring from the document.

Instructions:

Extract any English sentence, title, or label that discusses alarm systems in the context of monitoring clinical parameters.
also Look for requirements regarding:
Purpose and type of alarm
Alarm activation conditions
Thresholds or limits that trigger alarms
Whether an alarm system is required or optional
Extract only the relevant English statements that describe or imply alarm system requirements.
Ignore non-English text and unrelated sections.
If no relevant alarm system requirements are found, return: ""Alarm System Requirements : No Trace""
✅ Respond ONLY with: ""Alarm System Requirements : <list of statements>""
⛔ Do not include any other text, explanation, or formatting.
","2025-09-03 06:22:17.574968","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
21,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R25","Task: Extract the Energy Sources table from the document.

Instructions:

Search any section titled “Energy Sources (Source: Marketing, Regulatory Affairs)” or similar wording.
Within that section, locate the table labeled or positioned under this header.
Extract the full table content including:
All column headers
All row values
Any associated notes or footers directly tied to the table
also Look for requirements regarding:
Safety
Reliability
Performance
Compatability
Environmental Considerations
Regulatory and Standards Compliance
Ignore non-English text and unrelated sections.
If no such table is found, return: ""Energy Sources : No Trace""
✅ Respond ONLY with: ""Energy Sources : <list of table content>""
⛔ Do not include any other text, explanation, or formatting.
","2025-09-03 06:23:20.487708","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
22,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R26","
Task: Extract the Risk Control Measures table from the document.

Instructions:

Search any section titled “Risk Control Measures (Source: Quality Assurance, Regulatory Affairs, Risk Management)” or similar wording.
Within that section, locate the table labeled or positioned under this header.
Extract the full table content including:
All column headers
All row values
Any associated notes or footers directly tied to the table
Also Look for requirements regarding:
Risk Analysis
Risk Evaluation
Risk Control
Production and Post-Production Monitoring
Documentation (Risk management plan/Risk assessments and evaluations/Verification and validation records)
Ignore non-English text and unrelated sections.
If no such table is found, return: ""Risk Control Measures : No Trace""
✅ Respond ONLY with: ""Risk Control Measures : <list of table content>""
⛔ Do not include any other text, explanation, or formatting.
","2025-09-03 06:24:14.432709","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
23,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R27","
Task: Extract the Compatibility with Accessories & Other Devices and products including Software upgrades of product table from the document.

Instructions:

Search any section titled “Compatibility with Accessories & Other Devices and products including Software upgrades of product” or similar wording.
Within that section, locate the table labeled or positioned under this header.
Extract the full table content including:
All column headers
All row values
Any associated notes or footers directly tied to the table
Also Look for requirements regarding:
Compatibility with accessories
Supported external devices
Software upgrade compatibility
Ignore non-English text and unrelated sections.
If no such table is found, return: ""Compatibility Section : No Trace""
✅ Respond ONLY with: ""Compatibility Section : <list of table content>""
⛔ Do not include any other text, explanation, or formatting.
","2025-09-03 06:24:59.562087","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
24,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R28","
**Task:**
Extract the content related to Compatibility with Accessories

**Instructions:**

* Preserve all formatting, including line breaks.
* If the information appears in a table, present it in reading order by merging relevant cells.
* Combine content split across lines into a single coherent block.
* Only include English-language content.
* If no relevant information is found, return: `""No Trace""`
* Respond only using this JSON format:

```json
{
  ""response"": ""<your extracted sentence>""
}
```
","2025-09-03 06:25:46.965599","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
25,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R29","
**Task:**
Extract the content related to combination

**Instructions:**

* Preserve all formatting, including line breaks.
* If the information appears in a table, present it in reading order by merging relevant cells.
* Combine content split across lines into a single coherent block.
* Only include English-language content.
* If no relevant information is found, return: `""No Trace""`
* Respond only using this JSON format:

```json
{
  ""response"": ""<your extracted sentence>""
}
```
","2025-09-03 06:26:32.020106","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
26,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R30","**Task:**
From the provided document, extract any content related to **IT security measures**, specifically those addressing **unauthorized access**, including security for software, hardware, IT networks, or any protection mechanisms.

**Instructions:**

* Extract the complete English sentence(s) or text block that mentions protection against **unauthorized access**.
* Include any related details such as minimum hardware, IT network characteristics, or software security.
* Preserve line breaks and formatting as present in the original document.
* Ignore all non-English content.

**Output format:**

* If found:  `""<extracted value>""`
* If not found:  `""No Trace""`
* If not applicable: `""N/A""`","2025-09-03 06:27:40.050857","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
27,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R31","Task:
Locate the part of the document that specifies environmental constraints of medical device's storage and operation. Extract the complete English text exactly as written. Please apply the following formatting rules:
 
* Preserve the text exactly, including line breaks where present.
* If in a table, merge the relevant rows or cells into reading order.
* If split across lines or segments, merge into a single coherent block.
* Ignore non-English text.
* If no relevant content is found, return `""No Trace""`.
* Do not summarise, reword, or add interpretation.
 
⛔ Do not include any additional text or explanation and don't return \`\`\`json.
✅ Respond ONLY with this exact JSON format:
 
{  
""response"": ""<your extracted sentence or table text here>""  
}  ","2025-09-03 06:32:36.985935","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
28,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R32","Task: Locate the part of the document that specifies the design life of the product and extract the complete English text exactly as written.

Please apply the following formatting rules:

* Preserve the text exactly, including line breaks where present.
* If in a table, merge the relevant rows or cells into reading order.
* If split across lines or segments, merge into a single coherent block.
* Ignore non-English text.
* If no relevant content is found, return `""No Trace""`.
* Do not summarise, reword, or add interpretation.

⛔ Do not include any additional text or explanation and don't return \`\`\`json.
✅ Respond ONLY with this exact JSON format:

```
{ ""response"": ""<your extracted sentence here>"" }","2025-09-03 06:33:40.513364","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
29,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60057899_DI","BAX_FLC_DHF_002_Design_Input_CP_R33","
Task:
Locate the part of the Requirement column that specifies packaging and labelling requirements, and extract the complete English text exactly as written.
Please apply the following formatting rules:
Preserve the text exactly, including line breaks where present.
If in a table, merge the relevant rows or cells into reading order.
If split across lines or segments, merge into a single coherent block.
Ignore non-English text.
If no relevant content is found, return ""No Trace"".
Do not summarise, reword, or add interpretation.
⛔ Do not include any additional text or explanation and don't return ```json.
✅ Respond ONLY with this exact JSON format:
{
""response"": ""<your extracted sentence>""
}","2025-09-03 06:34:52.628548","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
30,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R39","
Task: Locate the section that specifies the device's reusability category. Extract the complete English text exactly as written.

Please apply the following formatting rules:

Preserve the text exactly, including line breaks where present.

If in a table, merge the relevant rows or cells into reading order.

If split across lines or segments, merge into a single coherent block.

Ignore non-English text.

If no relevant content is found, return ""No Trace"".

Do not summarise, reword, or add interpretation.

⛔ Do not include any additional text or explanation and don't return ```json.
✅ Respond ONLY with this exact JSON format:

{""response"": ""<your extracted sentence>""}  ","2025-09-03 06:36:02.59011","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
31,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_CP_R40","
Task: Locate the section that describes the requirements for cleaning, disinfection, and sterilization and extract the complete English text exactly as written.

Please apply the following formatting rules:

Preserve the text exactly, including line breaks where present.

If in a table, merge the relevant rows or cells into reading order.

If split across lines or segments, merge into a single coherent block.

Ignore non-English text.

If no relevant content is found, return ""No Trace"".

Do not summarise, reword, or add interpretation.

⛔ Do not include any additional text or explanation and don't return ```json.
✅ Respond ONLY with this exact JSON format:

{ ""response"": ""<your extracted sentence>"" }
","2025-09-03 06:38:16.650143","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
32,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_Doc_Rev_60100322","Task: Extract the version number from the document.
 
Instructions:
 
Search the document 60100322 Design Input Document 117 Series Coaxial & Standard Ophthalmoscope(vC) for any English sentence, title, or label that includes a version identifier.
Look for phrases like “Version”, “Rev”, “Revision”, or similar indicators.
Extract only the version value (e.g., a letter, number, or combination) that directly follows the version label.
Ignore non-English text and unrelated metadata.
If no version number is found, return: ""Version : No Trace""
✅ Respond ONLY with: ""Version : <version value>""
⛔ Do not include any other text, explanation, or formatting.
","2025-09-03 08:18:27.78307","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
33,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_Doc_EffDate_60100322","The effective/release date is the latest date listed in the version history table (often under “Date Version Created” or equivalent). It corresponds to the most recent version of the document.
 
✅ Respond ONLY with: ""Effective Date : <value>""

⛔ Do not include any other text, explanation, or formatting.
 ","2025-09-03 08:19:42.30464","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
34,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60100322_DI","BAX_FLC_DHF_002_Design_Input_Doc_Des_60100322","The document description is the short identifying line that specifies both:
The device/product reference (series, model, or name), and
The type of document (e.g., DID – Design Input Document, Specification, etc.).
It is not the “purpose” paragraph, but rather the descriptive label that identifies the document as a whole.
Expected format:
Document Description : <product reference + document type>
If no such description is found, return:
Document Description : No Trace
","2025-09-03 08:20:35.324518","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
35,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60037627_DI","BAX_FLC_DHF_002_Design_Input_Doc_Des_60037627","Task: Extract the Description from the document.

Definitions: The Description refers to any section or statement that outlines the purpose, scope, or summary of the document’s content or intent.

Instructions:

Search the document for any section labeled “Description” or similar wording.

Extract only the content that defines or describes the document’s purpose, scope, or function.

Exclude all unrelated metadata, version history, or approval information.

Do not paraphrase, summarize, or add any information.

If no Description is found, respond with: ""No Trace""

Output format: Description: <value>","2025-09-03 08:21:50.889043","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
36,"Baxter","3.5V Coaxial Ophthalmoscope","Ophthalmoscope","60037627_DI","BAX_FLC_DHF_002_Design_Input_Doc_EffDate_60037627","Task: Extract the most recent Date from the document table. Definitions: The Date refers to the latest entry in the version history table, typically indicating when the most recent version of the document was created or updated.

Instructions:

Search the document’s version history table. Return only the Date(s) from those row(s), preserving the exact format. Exclude all other columns and any unrelated metadata. Do not paraphrase, summarize, or add any information. If no Date is found, respond with: ""No Trace"" Output format: Date: <value>
","2025-09-03 08:22:52.776742","You are a helpful assistant that extracts specific information from the provided context.","BAX_FLC_DHF_002_Design_Input_AI_Steps_V1.0"
